"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Multi Commodity Exchange of India Ltd","MCX","534091","Financial Services","5307201550","4476288000","3.62","678020","","","/mutual-fund/holding-history/138297/853/"
"KEI Industries Ltd","KEI","517569","Industrials","3215941372.8","3150492000","2.55","872664","","","/mutual-fund/holding-history/138297/729/"
"Bharat Electronics Ltd","BEL","500049","Industrials","3221030060.8","3067496000","2.48","7975808","-960848","-10.75","/mutual-fund/holding-history/138297/175/"
"Aditya Birla Real Estate Ltd","ABREL","500040","Basic Materials","3005489992.7","2616426000","2.12","1201187","","","/mutual-fund/holding-history/138297/253/"
"Kaynes Technology India Ltd","KAYNES","543664","Industrials","2360062730","2521335000","2.04","421628","-70304","-14.29","/mutual-fund/holding-history/138297/1124672/"
"Cholamandalam Financial Holdings Ltd","CHOLAHLDNG","504973","Financial Services","2511452945.4","2348251000","1.9","1258306","","","/mutual-fund/holding-history/138297/1424/"
"J.B. Chemicals & Pharmaceuticals Ltd","JBCHEPHARM","506943","Healthcare","2349122436","2269383000","1.83","1353805","17394","1.3","/mutual-fund/holding-history/138297/665/"
"GE Vernova T&D India Ltd","GVT&D","522275","Industrials","2206620418.8","2151522000","1.74","959901","","","/mutual-fund/holding-history/138297/67/"
"V-Guard Industries Ltd","VGUARD","532953","Industrials","1980937418.85","1996728000","1.61","5263551","319000","6.45","/mutual-fund/holding-history/138297/1476/"
"Karur Vysya Bank Ltd","KARURVYSYA","590003","Financial Services","2140765623.9","1909420000","1.54","8613018","761763","9.7","/mutual-fund/holding-history/138297/721/"
"PNB Housing Finance Ltd","PNBHOUSING","540173","Financial Services","1899932985.3","1867407000","1.51","1787163","346500","24.05","/mutual-fund/holding-history/138297/4826/"
"Hitachi Energy India Ltd Ordinary Shares","POWERINDIA","543187","Industrials","1684428174","1848092000","1.49","95766","-17430","-15.4","/mutual-fund/holding-history/138297/202203/"
"E I D Parry India Ltd","EIDPARRY","500125","Basic Materials","1847005525.3","1815666000","1.47","1910926","","","/mutual-fund/holding-history/138297/361/"
"Blue Star Ltd","BLUESTARCO","500067","Industrials","1914969700.8","1751617000","1.42","1143129","194304","20.48","/mutual-fund/holding-history/138297/209/"
